Canal de Origem,Região,UF,Sexo,Faixa Etária,Ano Abertura,Mês Abertura,Segmento de Mercado,Área,Assunto,Grupo Problema,Problema,Como Comprou Contratou,Procurou Empresa,target_resolvida
Plataforma Web,SE,SP,F,entre 31 a 40 anos,2023.0,9.0,"Viagens, Turismo e Hospedagem",Transportes,Aéreo,Informação,Informações incompletas / inadequadas sobre o serviço,Internet,N,0
Plataforma Web,SE,SP,F,entre 31 a 40 anos,2018.0,12.0,"Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura)",Telecomunicações,Telefonia Móvel Pós-paga,Cobrança / Contestação,Cobrança indevida / abusiva para alterar ou cancelar o contrato,Não comprei / contratei,S,1
Plataforma Web,N,TO,F,entre 61 a 70 anos,2016.0,5.0,"Bancos, Financeiras e Administradoras de Cartão",Serviços Financeiros,Cartão de Crédito / Cartão de Débito / Cartão de Loja,Contrato / Oferta,Não entrega do contrato ou documentação relacionada ao serviço,Não comprei / contratei,S,0
Plataforma Web,SE,SP,M,entre 31 a 40 anos,2018.0,11.0,"Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura)",Telecomunicações,Telefonia Móvel Pré-paga,Vício de Qualidade,"Funcionamento inadequado do serviço (má qualidade do sinal, instabilidade, queda)",Loja física,S,1
Plataforma Web,SE,SP,M,entre 31 a 40 anos,2015.0,11.0,"Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura)",Telecomunicações,Pacote de Serviços ( Combo ),Atendimento / SAC,SAC - Demanda não resolvida / não respondida / respondida após o prazo,Telefone,S,0
Plataforma Web,SE,MG,F,entre 41 a 50 anos,2023.0,5.0,"Bancos, Financeiras e Administradoras de Cartão",Demais Produtos,"Vestuário e Artigos de Uso Pessoal (roupa, calçados, jóias, bijuterias, malas, bolsas, etc)",Contrato / Oferta,Oferta não cumprida / serviço não fornecido/ venda enganosa / publicidade enganosa,Loja física,S,1
Plataforma Web,SE,RJ,F,entre 41 a 50 anos,2022.0,2.0,"Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura)",Telecomunicações,Internet Fixa,Contrato / Oferta,Oferta não cumprida / serviço não fornecido/ venda enganosa / publicidade enganosa,Internet,S,1
Plataforma Web,SE,SP,F,entre 31 a 40 anos,2021.0,11.0,Empresas de Intermediação de Serviços / Negócios,Demais Produtos,"Produtos para crianças (carrinho, brinquedos, cadeira, vestuário, mamadeira, etc)",Atendimento / SAC,Má qualidade no atendimento (descortesia / despreparo/ constrangimento),Internet,S,0
Plataforma Web,SE,RJ,M,entre 41 a 50 anos,2020.0,7.0,"Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura)",Telecomunicações,Internet Fixa,Contrato / Oferta,Oferta não cumprida / serviço não fornecido/ venda enganosa / publicidade enganosa,Telefone,S,1
Plataforma Web,SE,RJ,M,entre 31 a 40 anos,2024.0,8.0,"Bancos, Financeiras e Administradoras de Cartão",Serviços Financeiros,Cartão de Crédito / Cartão de Débito / Cartão de Loja,Cobrança / Contestação,Cobrança indevida / abusiva para alterar ou cancelar o contrato,Internet,S,1
Plataforma Web,SE,RJ,F,entre 31 a 40 anos,2020.0,11.0,"Bancos, Financeiras e Administradoras de Cartão",Serviços Financeiros,Conta corrente / Salário / Poupança /Conta Aposentadoria,Cobrança / Contestação,"Cobrança de tarifas, taxas, valores não previstos / não informados",Loja física,N,1
Plataforma Web,S,RS,F,entre 51 a 60 anos,2022.0,10.0,"Seguros, Capitalização e Previdência",Serviços Financeiros,Seguro Prestamista,Cobrança / Contestação,Cobrança por serviço/produto não contratado / não reconhecido / não solicitado,Não comprei / contratei,S,0
Plataforma Web,N,PA,F,entre 21 a 30 anos,2022.0,3.0,Empresas de Intermediação de Serviços / Negócios,Demais Serviços,Serviços de entrega / delivery,Entrega do Produto,Não entrega / demora na entrega do produto,Internet,S,1
Plataforma Web,CO,DF,F,mais de 70 anos,2021.0,11.0,"Bancos, Financeiras e Administradoras de Cartão",Serviços Financeiros,Crédito Consignado (para servidores públicos ou trabalhadores do setor privado),Cobrança / Contestação,"Dificuldade para obter boleto de quitação ou informações acerca de cálculos, pagamentos, saldo devedor",Não comprei / contratei,S,0
Plataforma Web,SE,SP,F,entre 41 a 50 anos,2022.0,8.0,"Bancos, Financeiras e Administradoras de Cartão",Serviços Financeiros,Atendimento Bancário,Atendimento / SAC,SAC - Demanda não resolvida / não respondida / respondida após o prazo,Internet,S,0
Plataforma Web,SE,MG,F,entre 31 a 40 anos,2020.0,4.0,Não informado,Serviços Financeiros,"Banco de Dados e Cadastros de Consumidores (SPC, Serasa, SCPC etc)",Cobrança / Contestação,Cobrança indevida / abusiva para alterar ou cancelar o contrato,Domicílio,S,0
Plataforma Web,CO,DF,M,entre 51 a 60 anos,2020.0,8.0,"Bancos, Financeiras e Administradoras de Cartão",Serviços Financeiros,Crédito Consignado (para servidores públicos ou trabalhadores do setor privado),Contrato / Oferta,Publicidade abusiva / ofensiva / discriminatória,Telefone,N,1
Plataforma Web,SE,MG,M,entre 21 a 30 anos,2023.0,8.0,Empresas de Intermediação de Serviços / Negócios,Serviços Financeiros,Serviço de pagamento online/ via celular/ maquininha,Atendimento / SAC,Má qualidade no atendimento (descortesia / despreparo/ constrangimento),Não comprei / contratei,S,1
Plataforma Web,SE,SP,F,entre 21 a 30 anos,2021.0,9.0,"Bancos, Financeiras e Administradoras de Cartão",Serviços Financeiros,Cartão de Crédito / Cartão de Débito / Cartão de Loja,Cobrança / Contestação,"Cálculo de juros, saldo devedor (contestação, solicitação de histórico, dúvidas)",Loja física,S,1
Plataforma Web,SE,SP,F,entre 31 a 40 anos,2020.0,6.0,Não informado,Serviços Financeiros,Atendimento Bancário,Cobrança / Contestação,Cobrança indevida / abusiva para alterar ou cancelar o contrato,Não comprei / contratei,S,1
Não informado,SE,SP,M,entre 31 a 40 anos,Não informado,Não informado,"Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura)",Produtos de Telefonia e Informática,Demais aparelhos de comunicação,Contrato / Oferta,Oferta não cumprida / serviço não fornecido/ venda enganosa / publicidade enganosa,Não comprei / contratei,N,1
Plataforma Web,SE,SP,F,entre 51 a 60 anos,2022.0,5.0,"Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura)",Telecomunicações,TV por Assinatura,Atendimento / SAC,Dificuldade de contato / acesso a outros canais (exceto SAC),Internet,S,1
Não informado,SE,SP,M,entre 21 a 30 anos,Não informado,Não informado,Comércio Eletrônico,Serviços Financeiros,Cartão de Crédito / Cartão de Débito / Cartão de Loja,Cobrança / Contestação,Dificuldade / atraso na devolução de valores pagos / reembolso / retenção de valores,Internet,S,1
Plataforma Web,SE,ES,M,entre 21 a 30 anos,2021.0,6.0,Comércio Eletrônico,Produtos Eletrodomésticos e Eletrônicos,"Aparelho de som, video e imagem ( Câmera, filmadora, dvd, home theater etc)",Atendimento / SAC,Dificuldade de contato / demora no atendimento,Internet,S,1
Plataforma Web,NE,CE,M,entre 31 a 40 anos,2016.0,11.0,Varejo,Demais Produtos,Móveis e Colchões,Vício de Qualidade,Produto danificado / não funciona - Dificuldade em trocar ou consertar no prazo de garantia,Loja física,S,0
Plataforma Web,NE,CE,M,entre 51 a 60 anos,2024.0,3.0,"Bancos, Financeiras e Administradoras de Cartão",Serviços Financeiros,Conta corrente / Salário / Poupança /Conta Aposentadoria,Atendimento / SAC,SAC - Demanda não resolvida / não respondida / respondida após o prazo,Telefone,S,1
Plataforma Web,SE,SP,M,entre 31 a 40 anos,2022.0,10.0,"Fabricantes - Eletroeletrônicos,  Produtos de Telefonia e Informática",Saúde,"Produtos relacionados a saúde, exceto medicamentos ( próteses, aparelhos corretivos, auxiliares de diagnóstico, produtos óticos, ortopédicos, contraceptivos etc)",Vício de Qualidade,Produto danificado / não funciona - Dificuldade em trocar ou consertar no prazo de garantia,Internet,S,1
Plataforma Web,S,PR,M,entre 31 a 40 anos,2017.0,9.0,Bancos de Dados e Cadastros de Consumidores,Serviços Financeiros,"Banco de Dados e Cadastros de Consumidores (SPC, Serasa, SCPC etc)",Informação,"Dados pessoais ou financeiros consultados, coletados, publicados ou repassados sem autorização",Internet,N,1
Plataforma Web,S,SC,M,entre 31 a 40 anos,2021.0,8.0,"Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura)",Telecomunicações,Telefonia Móvel Pós-paga,Contrato / Oferta,Serviço indisponível para a região ou sem previsão,Telefone,S,1
Plataforma Web,SE,SP,F,entre 41 a 50 anos,2024.0,7.0,Comércio Eletrônico,Demais Produtos,"Vestuário e Artigos de Uso Pessoal (roupa, calçados, jóias, bijuterias, malas, bolsas, etc)",Cobrança / Contestação,Dificuldade / atraso na devolução de valores pagos / reembolso / retenção de valores,Internet,S,1
Plataforma Web,NE,PE,M,entre 41 a 50 anos,2018.0,4.0,"Fabricantes - Eletroeletrônicos,  Produtos de Telefonia e Informática",Produtos Eletrodomésticos e Eletrônicos,Televisão,Contrato / Oferta,Oferta não cumprida / serviço não fornecido/ venda enganosa / publicidade enganosa,Loja física,S,1
Plataforma Web,S,SC,F,entre 41 a 50 anos,2017.0,8.0,"Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura)",Produtos de Telefonia e Informática,Aparelho celular,Atendimento / SAC,Dificuldade de contato / demora no atendimento,Telefone,S,1
Plataforma Web,SE,RJ,F,entre 51 a 60 anos,2015.0,10.0,"Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura)",Produtos de Telefonia e Informática,Aparelho celular,Contrato / Oferta,Publicidade abusiva / ofensiva / discriminatória,Ganhei de presente,S,0
Plataforma Web,SE,SP,M,entre 21 a 30 anos,2021.0,11.0,"Bancos, Financeiras e Administradoras de Cartão",Serviços Financeiros,Cartão de Crédito / Cartão de Débito / Cartão de Loja,Cobrança / Contestação,Renegociação / parcelamento de dívida,Internet,S,1
Plataforma Web,SE,SP,F,entre 41 a 50 anos,2022.0,12.0,Transporte Aéreo,Transportes,Aéreo,Vício de Qualidade,Cancelamento de voo,Internet,S,0
Plataforma Web,SE,MG,M,entre 61 a 70 anos,2021.0,5.0,Comércio Eletrônico,Demais Produtos,"Material de construção, acabamento e ferramentas",Entrega do Produto,Não entrega / demora na entrega do produto,Internet,S,1
Plataforma Web,SE,SP,M,entre 31 a 40 anos,2024.0,2.0,Comércio Eletrônico,Demais Produtos,"Vestuário e Artigos de Uso Pessoal (roupa, calçados, jóias, bijuterias, malas, bolsas, etc)",Vício de Qualidade,Produto danificado / não funciona - Dificuldade em trocar ou consertar no prazo de garantia,Internet,S,1
Plataforma Web,SE,SP,F,entre 21 a 30 anos,2022.0,4.0,Provedores de Conteúdo e Outros Serviços na Internet,Demais Serviços,"Serviços na internet (provedor, hospedagem, aplicativos, streaming, jogos etc)",Vício de Qualidade,Dificuldade para alterar/ ativar serviços,Internet,S,1
Plataforma Web,SE,RJ,F,entre 21 a 30 anos,2020.0,8.0,"Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura)",Telecomunicações,Telefonia Móvel Pós-paga,Cobrança / Contestação,"Negativação indevida (SPC, Serasa, SCPC etc)",Telefone,S,1
Não informado,SE,RJ,M,entre 61 a 70 anos,Não informado,Não informado,Agua e Esgoto / Gás,"Água, Energia, Gás",Água e Esgoto,Vício de Qualidade,Interrupção/instabilidade do fornecimento,Não comprei / contratei,S,0
Plataforma Web,S,SC,M,entre 31 a 40 anos,2017.0,8.0,Empresas de Intermediação de Serviços / Negócios,Demais Produtos,"Esporte/Lazer/Festa (equipamento de ginástica, camping, náutica, caça, pesca, artigo esportivo, bicicleta, piscina, etc.)",Cobrança / Contestação,Dificuldade / atraso na devolução de valores pagos / reembolso / retenção de valores,Internet,S,1
Plataforma Web,NE,BA,F,entre 41 a 50 anos,2021.0,1.0,Empresas de Serviços Postais e Logística,Demais Serviços,Serviços Postais,Entrega do Produto,Produto entregue incompleto / diferente do  pedido / danificado,Loja física,S,0
Plataforma Web,NE,CE,M,entre 21 a 30 anos,2018.0,3.0,Operadoras de Planos de Saúde e Administradoras de Benefícios,Saúde,"Plano Odontológico (convênio, autogestão, seguro saúde )",Cobrança / Contestação,"Cobrança de valores não previstos / não informados (multa, encargos, honorários etc)",Não comprei / contratei,S,0
Plataforma Web,SE,MG,F,entre 61 a 70 anos,2022.0,4.0,"Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura)",Telecomunicações,Pacote de Serviços ( Combo ),Atendimento / SAC,SAC - Dificuldade para cancelar o serviço,Telefone,S,0
Não informado,SE,SP,M,entre 41 a 50 anos,Não informado,Não informado,Empresas de Recuperação de Crédito,Serviços Financeiros,"Banco de Dados e Cadastros de Consumidores (SPC, Serasa, SCPC etc)",Cobrança / Contestação,Negativação indevida - desconhece motivo e/ou fornecedor,Não comprei / contratei,S,0
Plataforma Web,NE,PB,M,entre 31 a 40 anos,2024.0,9.0,Transporte Aéreo,Transportes,Aéreo,Vício de Qualidade,Cancelamento de voo,Internet,S,0
Plataforma Web,NE,BA,M,entre 41 a 50 anos,2023.0,9.0,"Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura)",Telecomunicações,Pacote de Serviços ( Combo ),Contrato / Oferta,Alteração de plano/contrato sem solicitação ou aviso prévio,Loja física,N,1
Plataforma Web,S,PR,M,entre 31 a 40 anos,2022.0,7.0,Transporte Aéreo,Transportes,Aéreo,Contrato / Oferta,Não entrega do contrato ou documentação relacionada ao serviço,Internet,S,0
Plataforma Web,S,RS,M,entre 31 a 40 anos,2022.0,4.0,Programas de Fidelidade,Demais Serviços,"Programas de Fidelidade / Benefícios (pontos, milhagem etc)",Contrato / Oferta,Oferta não cumprida / serviço não fornecido/ venda enganosa / publicidade enganosa,Internet,S,0
Plataforma Web,S,RS,M,entre 41 a 50 anos,2022.0,3.0,Programas de Fidelidade,Demais Serviços,"Programas de Fidelidade / Benefícios (pontos, milhagem etc)",Contrato / Oferta,Oferta não cumprida / serviço não fornecido/ venda enganosa / publicidade enganosa,Internet,S,0
Plataforma Web,NE,PE,F,até 20 anos,2020.0,12.0,Empresas de Pagamento Eletrônico,Demais Serviços,"Serviços na internet (provedor, hospedagem, aplicativos, streaming, jogos etc)",Vício de Qualidade,Suspensão ou desligamento indevido do serviço,Internet,S,0
Plataforma Web,NE,MA,F,entre 31 a 40 anos,2020.0,11.0,"Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura)",Telecomunicações,Internet Fixa,Atendimento / SAC,SAC - Demanda não resolvida / não respondida / respondida após o prazo,Internet,S,1
Plataforma Web,SE,SP,M,entre 41 a 50 anos,2017.0,6.0,Comércio Eletrônico,Demais Produtos,Móveis e Colchões,Contrato / Oferta,Oferta não cumprida / serviço não fornecido/ venda enganosa / publicidade enganosa,Internet,S,1
Não informado,SE,SP,M,entre 41 a 50 anos,Não informado,Não informado,Bancos de Dados e Cadastros de Consumidores,Serviços Financeiros,"Banco de Dados e Cadastros de Consumidores (SPC, Serasa, SCPC etc)",Informação,"Dados pessoais ou financeiros consultados, coletados, publicados ou repassados sem autorização",Internet,N,0
Plataforma Web,SE,SP,F,entre 31 a 40 anos,2015.0,3.0,Comércio Eletrônico,Demais Produtos,Móveis e Colchões,Entrega do Produto,Demora na montagem / montagem incorreta / incompleta,Internet,S,0
Plataforma Web,CO,DF,M,entre 21 a 30 anos,2020.0,11.0,"Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura)",Telecomunicações,Pacote de Serviços ( Combo ),Contrato / Oferta,Alteração de plano/contrato sem solicitação ou aviso prévio,Telefone,S,1
Plataforma Web,SE,SP,F,entre 51 a 60 anos,2024.0,12.0,"Bancos, Financeiras e Administradoras de Cartão",Serviços Financeiros,Cartão de Crédito / Cartão de Débito / Cartão de Loja,Cobrança / Contestação,"Cobrança submetendo a ofensa, constrangimento ou ameaça",Loja física,S,0
Plataforma Web,NE,MA,F,entre 41 a 50 anos,2024.0,12.0,Bancos de Dados e Cadastros de Consumidores,Serviços Financeiros,Cadastro Positivo,Dados Pessoais e Privacidade,"Coleta, uso ou compartilhamento indevido ou não autorizado de dados pessoais ou financeiros",Internet,N,0
Plataforma Web,NE,BA,M,entre 21 a 30 anos,2020.0,7.0,"Fabricantes - Eletroeletrônicos,  Produtos de Telefonia e Informática",Produtos Eletrodomésticos e Eletrônicos,Televisão,Vício de Qualidade,Produto danificado / não funciona - Dificuldade em trocar ou consertar no prazo de garantia,Loja física,S,0
Plataforma Web,SE,RJ,M,entre 31 a 40 anos,2023.0,12.0,"Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura)",Telecomunicações,Telefonia Móvel Pós-paga,Cobrança / Contestação,Cobrança em duplicidade / Cobrança referente a pagamento já efetuado,Internet,S,1
Plataforma Web,SE,SP,F,entre 31 a 40 anos,2018.0,6.0,"Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura)",Produtos de Telefonia e Informática,Aparelho celular,Cobrança / Contestação,Dificuldade / atraso na devolução de valores pagos / reembolso / retenção de valores,Não comprei / contratei,S,1
